category,asset_id,display_name,binary_result,review_band,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,global_body_template_risk,near_identical_silhouette_neighbors,assessment_and_required_fix,changed_since_previous_pass,filename,width,height,mode,sha256,exact_duplicate_with,prior_review_band,expected_body_family,strict_status,manual_recheck_note,template_family_note,strict_assessment,binary_gate,status_change_from_prior,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,expected_growth_family,fruiting_body_family,cap_body,stem_attachment_substrate,surface_spores_texture,cell_or_body_morphology,membrane_shell_wall,locomotion_structures,internal_structures,colony_or_scale_read,procedural_kind,body_or_growth_plan,head_sensory_region,limbs_wings_roots_appendages,rear_tail_or_terminal_region,material_skin_surface,trait_blend_coherence
fauna,Chamois,Chamois,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current generic deer body lacks short hooked horns, compact mountain-goat torso, and sure-footed hoof/leg proportions.",True,Chamois.png,440,440,RGBA,b704a9aa95362e5e65f5ccd8ae3e9aaa9517280eb64710329febbd5f9fdd1aaa,,FAIL,Sheep and goats,FAIL,,"The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.","Current generic deer body lacks short hooked horns, compact mountain-goat torso, and sure-footed hoof/leg proportions. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cheetah,Cheetah,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current ungulate-like body lacks deep chest, tucked waist, feline paws/head, and long balancing tail.",True,Cheetah.png,440,440,RGBA,b79943773e443bf87ac8e1ca769d7496eb7f362541a1a0cdc730d4c93524007e,,FAIL,Big cats,FAIL,,"The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.","Current ungulate-like body lacks deep chest, tucked waist, feline paws/head, and long balancing tail. The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Chicken,Chicken,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current wader-like body lacks a compact poultry torso, comb, wattles, short beak, broad feet, and raised tail.",False,Chicken.png,440,440,RGBA,76d47a9e979eae30c5c3552a2775bbf7c6c2af80d5869ff00a99579cfc6642f8,,FAIL,Gamebirds,FAIL,,"The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.","Current wader-like body lacks a compact poultry torso, comb, wattles, short beak, broad feet, and raised tail. The named bird relies too heavily on the shared side-bird template. Correct the bill, neck, body depth, wing length, leg type, tail and crest/display structures for the species.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cicada,Cicada,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,HIGH,Aphid | Black_Fly | Cold-Adapted_Insect | Orchid_Bee | Termite | Thrips,"Current bead insect lacks large transparent wings, broad thorax, large eyes, and tapered abdomen.",False,Cicada.png,440,440,RGBA,dbefccba765dde3760df4d87c1374fae534eaf3c7f3ed6c1726212c6544072e9,,FAIL,True bugs,FAIL,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","Current bead insect lacks large transparent wings, broad thorax, large eyes, and tapered abdomen. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Clouded_Leopard,Clouded Leopard,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current generic long-legged body lacks feline torso, huge cloud markings, short legs, and very long tail.",True,Clouded_Leopard.png,440,440,RGBA,0c2ac721661f70f91f623652e940ff1250dd4a28cae7274e1ef5a8cd52a041be,,FAIL,Big cats,FAIL,,"The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.","Current generic long-legged body lacks feline torso, huge cloud markings, short legs, and very long tail. The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Coati,Coati,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current low mammal lacks the long flexible snout, ringed upright tail, and raccoon-like feet.",True,Coati.png,440,440,RGBA,67f0f58e413571bc8fee2286b054bf30f8b6d4a41bd4af342f360410f81ee596,,FAIL,Raccoon-like mammals,FAIL,,"Use the correct low flexible carnivoran torso, pawed limbs, skull/muzzle, and species-specific tail instead of one shared long-body template.","Current low mammal lacks the long flexible snout, ringed upright tail, and raccoon-like feet. Use the correct low flexible carnivoran torso, pawed limbs, skull/muzzle, and species-specific tail instead of one shared long-body template.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cockroach,Cockroach,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current bead body lacks flattened oval torso, long antennae, six spiny legs, and folded wings.",False,Cockroach.png,440,440,RGBA,68059aad3be7431268cd8c4e06902bba540801b5f24c414946059a9565aba9aa,,FAIL,Cockroaches,FAIL,,"Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.","Current bead body lacks flattened oval torso, long antennae, six spiny legs, and folded wings. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Colugo,Colugo,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current small mammal lacks a broad patagium connecting neck, limbs, fingers, and tail.",True,Colugo.png,440,440,RGBA,c99e033ad9a8dca9c1aadce71490925f826ced211613bec7587be0b90f4d4f29,,FAIL,Flying mammals,FAIL,,"Broad family routing may be usable, but Colugo still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.","Current small mammal lacks a broad patagium connecting neck, limbs, fingers, and tail. Broad family routing may be usable, but Colugo still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cougar,Cougar,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current long-legged body lacks feline chest, flexible spine, paws, cat skull, and muscular tail.",True,Cougar.png,440,440,RGBA,ca442564482aaba62bc5962e4b9523cade2b110435e6edf3078dde1c1c588f40,,FAIL,Big cats,FAIL,,"The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.","Current long-legged body lacks feline chest, flexible spine, paws, cat skull, and muscular tail. The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Coyote,Coyote,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current deer-like body lacks canine chest, paws, narrow muzzle, upright ears, and bushy low tail.",True,Coyote.png,440,440,RGBA,b8dffde3f488a46ca4f5f580cf17ddfa4636b53760445913437f19f20ebd7f44,,FAIL,Dogs and dog-like mammals,FAIL,,"The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.","Current deer-like body lacks canine chest, paws, narrow muzzle, upright ears, and bushy low tail. The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Crocodile,Crocodile,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current arrow-like body lacks a broad armored torso, four splayed legs, powerful jaw, and muscular tail.",False,Crocodile.png,440,440,RGBA,1979a0a1c72fcfed173643528a9e8d9f6fc6d151086141e31d28dc59513d03d1,,FAIL,Crocodilians,FAIL,,"Current narrow arrow-like body is not crocodilian. Use a broad low torso, splayed robust limbs, species-correct skull, armored back and thick muscular tail.","Current arrow-like body lacks a broad armored torso, four splayed legs, powerful jaw, and muscular tail. Current narrow arrow-like body is not crocodilian. Use a broad low torso, splayed robust limbs, species-correct skull, armored back and thick muscular tail.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Cuttlefish,Cuttlefish,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,"Broad mantle, lateral fin skirt, front arms, and cephalopod head now read correctly.",True,Cuttlefish.png,440,440,RGBA,b5494df91d21b5282c92ea2723e9c034d7296962e36c25819b7bdf1c5d77c62f,,PASS,Cephalopods,FAIL,"Current bell/jelly-like body is not a cuttlefish. Use a broad oval mantle, continuous lateral fin skirt, visible cephalopod head, eight arms, and two feeding tentacles.","Verify mantle form, eye/head placement, arm count, feeding tentacles, fin skirt/fins and rear mantle taper for the named cephalopod.","Current bell/jelly-like body is not a cuttlefish. Use a broad oval mantle, continuous lateral fin skirt, visible cephalopod head, eight arms, and two feeding tentacles.",FAIL,PASS -> FAIL,,,,,,,,,,,,,,,,,,,,,,,
fauna,Dingo,Dingo,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current deer-like body lacks canine paws, skull, chest, and tail carriage.",True,Dingo.png,440,440,RGBA,2737fbd26a099febdbe1656c0b0e89a849c35671e99d7069179fa894c60b111a,,FAIL,Canids,FAIL,,"The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.","Current deer-like body lacks canine paws, skull, chest, and tail carriage. The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Dog,Dog,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current deer-like body lacks a canine ribcage, paws, hocks, muzzle, and species-neutral dog tail.",True,Dog.png,440,440,RGBA,e1ea4d73595e24b3f8495d10d77710a93640c552c9a2ec3565ab989700a37ee4,,FAIL,Canids,FAIL,,"The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.","Current deer-like body lacks a canine ribcage, paws, hocks, muzzle, and species-neutral dog tail. The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Dromedary_Camel,Dromedary Camel,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"One hump is present, but the body is deer-like. Add a camel head/neck, long upper limbs, padded feet, and integrated hump.",True,Dromedary_Camel.png,440,440,RGBA,8dc7e705707d8455e97d71d0f9a6e6b8435ca81ea8663a1d8c3a766847dceefb,,FAIL,Camelids,FAIL,,"Current forms read as deer with humps. Build a camelid neck/chest, padded two-toed feet, long camelid head, integrated hump anatomy, and species-correct coat/tail.","One hump is present, but the body is deer-like. Add a camel head/neck, long upper limbs, padded feet, and integrated hump. Current forms read as deer with humps. Build a camelid neck/chest, padded two-toed feet, long camelid head, integrated hump anatomy, and species-correct coat/tail.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Dugong,Dugong,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,LOW,,"Current body is too spherical; add elongated sirenian body, downturned muzzle, paddle flippers, and fluked tail.",True,Dugong.png,440,440,RGBA,867d48300dd6d7b957abee406c53cddddbf4e5b7c4e346edeedf4c7ee8b0b55a,,FAIL,Marine mammals,FAIL,,"Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.","Current body is too spherical; add elongated sirenian body, downturned muzzle, paddle flippers, and fluked tail. Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Eagle,Eagle,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current small songbird body lacks a hooked bill, heavy raptor chest, large wings, powerful talons, and wedge/fan tail.",False,Eagle.png,440,440,RGBA,956998a9caa2deaa74176a9acc2b3ea97801d856b553a266d543625362d768e0,,FAIL,Birds of prey,FAIL,,"Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.","Current small songbird body lacks a hooked bill, heavy raptor chest, large wings, powerful talons, and wedge/fan tail. Replace the generic compact bird body with species-correct raptor mass, hooked bill, wing proportions, talons, tail and head/crest.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Emu,Emu,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current compact generic bird lacks the tall flightless torso, long neck, powerful legs, and reduced wings.",False,Emu.png,440,440,RGBA,8be33316a0a033edd5eb46fed2bb9570998e72edb4e2c76df4717653bf1e950b,,FAIL,Flightless birds,FAIL,,"Use the species-specific flightless body: correct torso mass, neck length, vestigial wings/flippers, leg proportions, feet, tail and head ornaments.","Current compact generic bird lacks the tall flightless torso, long neck, powerful legs, and reduced wings. Use the species-specific flightless body: correct torso mass, neck length, vestigial wings/flippers, leg proportions, feet, tail and head ornaments.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Fennec_Fox,Fennec Fox,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,LOW,,"Oversized ears, small body, and bushy tail now provide the defining silhouette.",True,Fennec_Fox.png,440,440,RGBA,4c1be2a032625d235f512f6cecefc0114fd47cfa405c88940f1356b93f820241,,PASS,Dogs and dog-like mammals,FAIL,"Current rabbit/deer-like quadruped is not a fox body. Use a small canine torso, canine paws/hocks, tapered muzzle, huge ears, and a full bushy tail.","The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.","Current rabbit/deer-like quadruped is not a fox body. Use a small canine torso, canine paws/hocks, tapered muzzle, huge ears, and a full bushy tail.",FAIL,PASS -> FAIL,,,,,,,,,,,,,,,,,,,,,,,
fauna,Fishing_Cat,Fishing Cat,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current spotted ungulate-like body lacks feline head, paws, stocky cat torso, and wetland-cat tail.",True,Fishing_Cat.png,440,440,RGBA,06e16cfd80768b15205cb2ab9587d4cecd6cf323caec526e1fb3dbef7b33accb,,FAIL,Small and domestic cats,FAIL,,"The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.","Current spotted ungulate-like body lacks feline head, paws, stocky cat torso, and wetland-cat tail. The catalog repeatedly uses an ungulate-like torso and straight hoof-like legs for felids. Use a feline ribcage/shoulder line, digitigrade legs with paws, feline skull and muzzle, flexible spine, and species-correct tail.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Flying_Squirrel,Flying Squirrel,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,Current squirrel body lacks a clearly stretched patagium between fore and hind limbs.,False,Flying_Squirrel.png,440,440,RGBA,4e0ed6dd64abcb630c6d1870c18d55207bbcf6763bb1b0ee87878ce713a5e98b,,FAIL,Rodents,FAIL,,"Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.","Current squirrel body lacks a clearly stretched patagium between fore and hind limbs. Verify rodent/lagomorph skull, incisors/muzzle, fore/hind foot proportions, body posture and tail; several currently inherit the rabbit-like template.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
fauna,Fox,Fox,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,HIGH,,"Current deer-like body lacks a narrow fox muzzle, low flexible spine, paws, and full brush tail.",True,Fox.png,440,440,RGBA,9f7d8ea957fabbe63a1e623a7b5d79a1858165be8b2a3c0594ceb16d0e603f18,,FAIL,Dogs and dog-like mammals,FAIL,,"The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.","Current deer-like body lacks a narrow fox muzzle, low flexible spine, paws, and full brush tail. The catalog repeatedly uses a deer-like quadruped for canids. Use a deep canine chest, digitigrade paws/hocks, canine skull and muzzle, and a properly furred tail.",FAIL,UNCHANGED,,,,,,,,,,,,,,,,,,,,,,,
