asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_body_family,global_body_template_risk,near_identical_silhouette_neighbors,body_plan,torso,head,eyes,legs_wings_appendages,rear_tail_flukes,signature_traits,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256
Beetle,Beetle,HOLD,FAIL,HOLD,True,Insects,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use correct insect anatomy: distinct head/thorax/abdomen, six articulated legs, correct wing count and attachment, antennae, mouthparts and species-specific shell/body proportions.",Beetle.png,440,440,RGBA,54ebd7091e4a0cb0cc0779668f9593e80e696a6cfb922c47ec3c57a01382b905,64744cd6fe503d1969e189a4943033a15b45ffc7601f96eabc127ed682374097
Beluga,Beluga,HOLD,FAIL,HOLD,True,Marine mammals,HIGH,Narwhal | Right_Whale | Sperm_Whale,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.",Beluga.png,440,440,RGBA,c0df62fffba9bc9990348b99a95ebd23e75f8471677bfe42d2f4e4a095c63bb1,0cc86d857865bb6f6fe60a1642d95116dd9d70df16e2ca4267691624f6ce8091
Bison,Bison,FAIL,FAIL,HOLD,True,Cattle and bovids,MEDIUM,,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","The animal reads more like a sheep or long-bodied bovine. Add a dominant shoulder hump, massive shaggy forequarters, low head, short hindquarters, curved horns and a compact tail.",Bison.png,440,440,RGBA,f03ffb5981c2057ee02c257e0cba51cafa83316fe46dd23f25e932c01ebc6a1c,b19a0c31416bfe70fad42dc3329e06e0cef2b9b583115f7ae48887bed8a9de3d
Bittern,Bittern,HOLD,FAIL,HOLD,True,Herons and wetland birds,MEDIUM,,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","Use a long-necked cryptic heron silhouette rather than a generic compact bird. Keep the wader family but correct the exact bill geometry, neck length, leg/foot proportions, body depth and tail for the named species.",Bittern.png,440,440,RGBA,ee4ec8459657d98b4911c55da49a46ec3b3102ec5014a78e42a51c7ac2097af7,ecf7201b7aeee0b371176925fcb94b603196146cefc2f357c22de67a533d2070
Black_Bear,Black Bear,FAIL,FAIL,FAIL,True,Bears,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"The dark coat is correct, but the body remains sheep/pig-like with hoofed-looking feet. Use a plantigrade bear scaffold with large paws, broad shoulders, short tail and a true bear head.",Black_Bear.png,440,440,RGBA,4676772a1a62e5a421a75a731d0b2add6fe8ae3d2fa0d200e7c49749cad42e97,4bcef068d4e0a92ef15633ba6669943a12aecccab552539a04b8c11b0cd4a543
Black_Fly,Black Fly,FAIL,FAIL,FAIL,True,Mosquitoes and midges,HIGH,Aphid | Cicada | Cold-Adapted_Insect | Orchid_Bee | Termite | Thrips,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,"The image is a small black oval with wings but weak segmentation and legs. Show a compact fly head, thorax and abdomen, six articulated legs, short antennae and broad wings.",Black_Fly.png,440,440,RGBA,734e0f362f579a8ad0da254d9730ae14e03b75ba017c64d26d60d5a45a0b1b70,edf5151f6b49eca10e2e1e69a93e6882ed66c4779352d92a259ed35f6bef4ee3
Blenny,Blenny,HOLD,FAIL,HOLD,True,Reef fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Blenny.png,440,440,RGBA,2efcafbdd873707aa9d7aa1a1effd82766110cd46958b22f50b221457531c69a,6c0d18eca10ab3355c7b4c005df1d8849f53275a724409923c2997b5e90abd7a
Blind_Fish,Blind Fish,HOLD,FAIL,HOLD,True,Fish,HIGH,Wrasse,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Blind_Fish.png,440,440,RGBA,bc06cadeefd70afdda0207915b3a88e3b561cf1bbb6f6c1af8c25787d6ba0b90,d559e28de9a5b688f5bc43c7522879bda15e514a751e899894d4f8a627840f85
Blind_Salamander,Blind Salamander,HOLD,FAIL,HOLD,True,Salamanders,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify body width, head/mouth, eye placement, fore/hind limb proportions, toes, tail state and skin texture; color alone should not define the species.",Blind_Salamander.png,440,440,RGBA,eda4da5ef6ab40ca6c55fa74c1be70997a1b5af16efbe8020b42cab27e7b1eaf,dadec0cb7503d561762979dd1b190d65350b00f1ca1aaf850653de831970d2fd
Blobfish,Blobfish,FAIL,FAIL,FAIL,True,Strange deep-sea fish,LOW,,PASS,PASS,PASS,PASS,PASS,PASS,All major regions and defining features are readable at the current stylized scale.,"The current round red fish is still a normal oval fish. Use either the natural deep-water form with a large head and tapering body or the decompressed form, but preserve the broad drooping face and gelatinous silhouette.",Blobfish.png,440,440,RGBA,b9269e4da45c2bc51330457621f62342a61fea403089a81002a91900395c3f73,2a1b157075d7c53c5b59589f9fe8a34661b0f3d09bb157a128711659e22b1c35
Blue_Whale,Blue Whale,HOLD,FAIL,HOLD,True,Marine mammals,HIGH,Dolphin | River_Dolphin,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","Lengthen and streamline the body; current profile is short and inflated. Strengthen real marine-mammal proportions: streamlined body, species-correct rostrum/head, dorsal fin placement, pectoral flippers, peduncle and horizontal flukes.",Blue_Whale.png,440,440,RGBA,5200a99f48a807a8bcf22552748456e4b5a9771af012185a715e980c81631c18,7170fefd4c5c606f8924ff27297796d0535d5925ef48ce6690f642566003eeff
Boa,Boa,HOLD,FAIL,HOLD,True,Constricting snakes,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify skull/head profile, limb state, body thickness, scale texture, tail and any crest/frill/horn; do not rely on color alone.",Boa.png,440,440,RGBA,d44a3e4d026182089b55885ab231fbb96127d7d0d62427354827af7e48d47e2b,e5a0483272b77e3444ee4effbb7d709367afb1fbaae372faddeb69b02aedbfae
Bobcat,Bobcat,FAIL,FAIL,FAIL,True,Big cats,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"Spots and short tail are not enough; the animal still uses a hoofed ungulate body. Use a compact feline torso, digitigrade legs and paws, broad cheek ruff, short bobbed tail and tufted ears.",Bobcat.png,440,440,RGBA,e2ebcd0c85d1764af571e2816e65de942e933c84e8946b14e8168c24467cec56,3f48a1af929b7a9f5c9fbe9a5c074bd73ed512163b108a63a0e1348d919c9808
Bonefish,Bonefish,HOLD,FAIL,HOLD,True,Coastal fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Bonefish.png,440,440,RGBA,16fa2dba4617ac53428563c77bc4dbdec8b41724051d6552e73c4bc2c5faefa8,484c5eecdc2d487cc5f2c2d736622427befd8f63f10a90f37bce6804ffdfa069
Bongo,Bongo,HOLD,FAIL,HOLD,True,Other or uncertain,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Bongo still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Bongo.png,440,440,RGBA,28b09b5a9dc0129c4bac4d0d3f9422534b10f7c2d6f28011e31098394d92ccd2,0236d9fdfe39d8d16b84801cc3ab154823879b7a395abb489c4238be54cf0fb3
Booby,Booby,HOLD,FAIL,HOLD,True,Pelicans and diving waterbirds,MEDIUM,,PASS,POLISH,POLISH,PASS,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","Strengthen long pointed bill, streamlined seabird body, and webbed feet. Broad family routing may be usable, but Booby still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Booby.png,440,440,RGBA,dba33f7eee8d7533900f340b63d612827caf1ce806fd09dbe96b8ca335c17a72,c848534a938b237119f9a14f4005b2f8b6bef6b0d25bae5d83e09933d881aaf1
Bowfin,Bowfin,HOLD,FAIL,HOLD,True,Primitive fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Bowfin.png,440,440,RGBA,1e9073c78c0d67c78b972c0d54651b465d985ab1434dc3be23986f6cb4f51340,b708596686b73f7bccc20f3120c8ee9a0b8bbbb24ae0c65c1cf8608deec12ced
Box_Turtle,Box Turtle,HOLD,FAIL,HOLD,True,Turtles and tortoises,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Use species-correct shell profile, neck/head, limb type (flipper, webbed foot or columnar leg), tail and shell texture rather than one generic turtle.",Box_Turtle.png,440,440,RGBA,70d65c6525eaf89ea2dc635996df58f411069b8fc0e038958d680094270e76ba,7a3c3ad6fc46e1be722b0e160d3c845d4b683018add36b6630bfbf1822de5618
Boxfish,Boxfish,HOLD,FAIL,HOLD,True,Puffer-like fish,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The portrait relies on a generic torpedo fish. Correct body depth, head/mouth position, dorsal/anal/pectoral fin shape, caudal fin, markings and any diagnostic appendage.",Boxfish.png,440,440,RGBA,d7eaff187f0f02f170e015370892008b802cd50aa5fb486d09b4d96e7f445fa0,ed19717ac50561982ae133c920068cc3646fb5babc6d5801e34cb006a889cbfb
Brine_Shrimp,Brine Shrimp,HOLD,FAIL,HOLD,True,Crustaceans,HIGH,Fairy_Shrimp | Goby | Hummingbird | Lanternfish,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify segmented carapace, correct leg/claw count, antennae, abdomen/tail fan and the named species’ defining asymmetry or shell form.",Brine_Shrimp.png,440,440,RGBA,4919f3cc0baf01f8a71079b0e42f5d40af48d3c6f90771e355e96ef72bf72535,ee1e0c52022c3fd6ccf1c197ac8e118fa3ac05a3b7e6b8183aa4b8b696fb0416
Brittle_Star,Brittle Star,HOLD,FAIL,HOLD,True,Other mollusks,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Broad family routing may be usable, but Brittle Star still needs an unlabeled silhouette check for body plan, head, eyes/sensory structures, appendages and rear/terminal anatomy.",Brittle_Star.png,440,440,RGBA,24c9176bce683ac383a5005d1467c5006e920d66980163099005753202575bb1,e7e07205e6ee165c6268a3bbf798f4b07241527a709fcfee57f9be372bb289fc
Brown_Bear,Brown Bear,FAIL,FAIL,FAIL,True,Bears,HIGH,,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,"The current silhouette has a long low body and small canine head. Add heavy bear shoulders, plantigrade paws, short tail, thicker neck and rounded ursid skull.",Brown_Bear.png,440,440,RGBA,5f5c6e9b140beeba7c33ddd830df95f4673a116f1b5ad5782b981cf75666f452,0cfd0e3ff50b83f590ed9175af300d7d5e50f05e540ed0632df15c948e08877d
Buffalo,Buffalo,HOLD,FAIL,HOLD,True,Cattle and bovids,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. The ungulate base is usable, but the named species must have correct horn/antler geometry, neck, shoulder/croup mass, leg length, hooves, head and tail.",Buffalo.png,440,440,RGBA,b0b64ba4b03f7006f2024032503a178af9d26f8cd64de33689409f472946c2f4,0695bd38af5b84d487eae02e0c070713c1670ace699073ff12dac51bb17e8271
Bull,Bull,PASS,PASS,FAIL,True,Cattle and bovids,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The current bovine torso, horns, head and stance are sufficiently recognizable as a bull at the project’s stylized scale.",Bull.png,440,440,RGBA,211e9ac47f6754381cc72ab05abd83eb7c1b064d46d59a34adb57f17d791ac46,1a0bea2ee8820686d4ba4f255c92fa68dfbd14952472d4f1b57f447876f1b861
Bullfrog,Bullfrog,HOLD,FAIL,HOLD,True,Frogs,MEDIUM,,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Broad family anatomy is usable, but the portrait still shares simplified global body templates and should retain stronger species markers.","No critical routing, clipping, eye, or life-stage issue found in the full-size visual pass. Recognizable within the established stylized family language. Verify body width, head/mouth, eye placement, fore/hind limb proportions, toes, tail state and skin texture; color alone should not define the species.",Bullfrog.png,440,440,RGBA,9aa20691c3f1a959fbc16c3dda46a6cadfd12e2a3bf70a750abb0e5bbe8a479d,8bb7bb9b70d72d7b427f361b09ded635d0f132ee394600dbceba6c517ea9ae6e
Bumblebee,Bumblebee,PASS,PASS,FAIL,True,Bees,HIGH,,PASS,PASS,PASS,PASS,PASS,PASS,PASS,"The round striped body, wings and insect segmentation are readable; leave alone.",Bumblebee.png,440,440,RGBA,2a13d885841019053fb5c98465abe13887345b691b85c7303e104c6fe86d29a8,c2a54c03668df104b2a01b5754dbdf37f78d06c9eb9b66076f9ce13ceaf13a1c
