asset_id,display_name,current_status,binary_result,previous_strict_status,changed_from_previous_submission,expected_growth_family,overall_growth_form,roots_or_attachment,stem_trunk,leaves_fronds,flower_fruit_spore_harvest,scale_and_silhouette,current_assessment_and_required_fix,filename,width,height,mode,sha256,previous_sha256
Pear,Pear,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Pear.png,440,440,RGBA,029ca16f259ed99c1beefd6f1c1c51f625fe4308e057084aaf96df874538d297,3ff5a84297001f9ad0d960437c7a241f7a96960552e8d7c5a3725660f78e0cfc
Persimmon,Persimmon,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Persimmon.png,440,440,RGBA,2704241fac2686adba8188dae227e530729f5a3f0a65d57f950fdb7db6219097,d7c6b17188bda22674bf03c5817697b6316399a565e2a41f147604ade9be3c77
Pickerelweed,Pickerelweed,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The current giant round leaves are wrong. Use upright lance/heart-shaped aquatic leaves and a dense purple flower spike above shallow water.,Pickerelweed.png,440,440,RGBA,b218d88ffd993a30864b5b4041aa6f560cd623d08555a9a0b27b00ea1d745f29,c337e61a5b2df67396cc1039dca78169351bc35cbdc89bf17b13a285648adf04
Pigeon_Pea,Pigeon Pea,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Pigeon Pea needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Pigeon_Pea.png,440,440,RGBA,3eb4ed65768a5a21f4faecdf76fa8cab8091d9c552f9b32c7cbf0c3e28ba122e,7ed0b545a2d0c6228b034863e0bd69877f3072ffa0cbccfbdf84cf4a94456107
Pine_Nuts,Pine Nuts,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The current generic tree does not show a pine cone or harvested seeds. Use a true conifer crown plus cones, or show the shelled nuts separately.",Pine_Nuts.png,440,440,RGBA,a85ef24082ad88493f1a02beebbedd153b971caaa3eff479a85cc226fcca1a56,3088ea976c2133a1cf94687729c4ef3f03cb091ea94260e0315be330ce6fc98b
Pineapple,Pineapple,PASS,PASS,PASS,False,Other plant or harvest type,PASS,PASS,PASS,PASS,PASS,PASS,"The basal spiny rosette, central pineapple fruit and leafy crown are now clearly recognizable.",Pineapple.png,440,440,RGBA,9b88274f7391ea6d613c4e49bfef31084b01cc53dce20e44cc309630c79ca970,9b88274f7391ea6d613c4e49bfef31084b01cc53dce20e44cc309630c79ca970
Pinyon_Pine,Pinyon Pine,FAIL,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The round deciduous canopy is not a pinyon pine. Use a compact irregular conifer crown with needle bundles and visible cones.,Pinyon_Pine.png,440,440,RGBA,70eafb6d42f43c4b1f5884a28df75305d4463c5b551659d22c7a9e8162363103,e930c6b11e66760f590344833711a9c02ab8900e1780ff294d457e35bfba4277
Pitcher_Plant,Pitcher Plant,HOLD,FAIL,HOLD,True,13. Carnivorous Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Pitcher Plant needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Pitcher_Plant.png,440,440,RGBA,5e11b805f64a11068098b265fb11f262086005df4669a8d83aac9e3b32536342,89dfeeec863a07c809e41770222b71a594f460b53d1fa0b30c4a5ed6ed3ab305
Plantain,Plantain,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The fan/palm form suggests a banana relative, but use a giant herb pseudostem, broad torn leaves and a hanging plantain bunch rather than a woody trunk.",Plantain.png,440,440,RGBA,ee99dee7716ad71ad8643caa29b7ac0c911729a03da78e1aa2c539db7f5bf761,22fb6e2cdf62beff501ce75f353f61458f3f44198b0d788f68f483d509243736
Plantain_Herb,Plantain Herb,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Plantain Herb needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Plantain_Herb.png,440,440,RGBA,6175494724a38d4cdbfe4fa8eea3da10c0127ad973d7b04500fdb86035866ab3,2fa1e680f17d8ad7b6c148caa4863c874452e8af35967d4fede4a6f7848393bd
Plum,Plum,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Plum.png,440,440,RGBA,cd2827853e50d650ef9fcb681d26b7bff62468e954f79f3c202a8b039a94889a,ad53a65580b13ef62bc4e79f5647cddc4abbe752794f7496c6b1430d556cb285
Pomegranate,Pomegranate,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Pomegranate.png,440,440,RGBA,ce03145123f41b1b844ec5e7b53ee0790e1d583e937ba4033a31b8e2b90ec95a,a306c09ed77c5ea9ca237523b1379ed0a7eee0525be5612c80a2316e5954699d
Poppy,Poppy,FAIL,FAIL,HOLD,True,10. Flowering Herbs and Wildflowers,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The current leaf ladder with a tiny top is not a poppy. Use lobed foliage, a large four-petaled flower and/or a round seed capsule.",Poppy.png,440,440,RGBA,3bedc10d88d361c20a8bb30b4b30bee521dbbcdaa6bf792cedd39ab412506760,92cc1518993b9ef35b1abcce65ec02f753b961745f4e5e8acaad7b6af6c1a3c4
Potato,Potato,FAIL,FAIL,HOLD,True,7. Grain and Staple Crops,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The current vertical herb gives no potato identity. Use a branching broadleaf plant with white/purple flowers and visible underground tubers or a separated harvest organ.,Potato.png,440,440,RGBA,3e02387dbf0b6ee9d6f81a3021328cba3a5fe3557a6b67353a2d86c3e4e6f707,0aad0fc5fe41ccabec415faee279f1dfe07bd9c245cef0d74c49690d15100710
Prairie_Turnip,Prairie Turnip,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Prairie Turnip needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Prairie_Turnip.png,440,440,RGBA,9b546ed5466e05ddd678a23454dc0c46bef38e17632a36bbdbbe3a256d19127a,4d23b4b3144bf207f5bc55f23f5597317238a894c50f393504a4653197f4e4fe
Prickly_Pear,Prickly Pear,FAIL,FAIL,HOLD,True,12. Succulents and Desert Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The current soft leaf rosette is not a cactus. Use jointed flattened pads with areoles/spines and attached fruit.,Prickly_Pear.png,440,440,RGBA,f0a405dc5a950e77f771aecab73c88e9a3d91b4bcbc339674fbfff2309baa2cb,8762537a36164147c61fdf3da39f24a1645b888ff569765bc1a57e05a789ee0c
Purple_Saxifrage,Purple Saxifrage,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Purple Saxifrage needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Purple_Saxifrage.png,440,440,RGBA,d3dcc5d4292689dff52fc3bf4fdac448f56edc45d995eb0f9c29d50a7d58a834,e9b60b9139310853245978caaefc8b10e34694f4c2d48f5d0742981b9e96efc1
Quinoa,Quinoa,FAIL,FAIL,HOLD,True,7. Grain and Staple Crops,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,The current compact spiky column does not show quinoa’s branching broad panicle and broad leaves.,Quinoa.png,440,440,RGBA,440a596111acad586931599c5c1930d740e95bec62012ec6deef246c8c8e4b0b,a11714e5b5a8b512983013c23e69c7845fe2143eac6ab36b2b4895a8b19f88e9
Rabbitbrush,Rabbitbrush,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Rabbitbrush needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Rabbitbrush.png,440,440,RGBA,a9bc50146a22065723dd8698333db21cdcd82a8519162b2f6c19cb2285e5cde2,1967da013e045be24bb14a0f60327f35644a37f5e5897f0726c0b9ffe83b5fa0
Rafflesia,Rafflesia,PASS,PASS,PASS,False,17. Parasitic and Unusual Plants,PASS,PASS,PASS,PASS,PASS,PASS,The current ground-level five-lobed fleshy bloom with spotted petals and central opening is recognizable.,Rafflesia.png,440,440,RGBA,eff3eba959e4d1dad44618933d8284d48e31adcf08bf959c0f409100c5b78981,eff3eba959e4d1dad44618933d8284d48e31adcf08bf959c0f409100c5b78981
Rainforest_Nettle,Rainforest Nettle,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Rainforest Nettle needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Rainforest_Nettle.png,440,440,RGBA,5bbc3cdae299cac1ac76c59c6569d0c1b93a583b5edc61b756eb2cff0d62636a,085a38166e2077d302a620e2861b996714ceb82e0a0aeff69d7945cfe6261cde
Rambutan,Rambutan,HOLD,FAIL,HOLD,True,4. Fruit and Nut Trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Rambutan.png,440,440,RGBA,6a5758601bd4ea57c138b4a5fa0f39f326a7e1d331290ac4bb70c3548fdab889,f1096a2c65aa8c7830a48f023cb046d4e6e6040ac4ef2c9b1b271e340bbb6588
Raspberry,Raspberry,HOLD,FAIL,HOLD,True,5. Shrubs and Bushes,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Raspberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Raspberry.png,440,440,RGBA,1b81b7a035779b5c534aad282b1cccd65048ad52516a7deaef0c55bbeae41f97,7dd19f47e0a2d4c01aa976b14fad86a55d36016c0c5a10755ce1c6f0b2e41301
Rattan,Rattan,HOLD,FAIL,HOLD,True,11. Vines and Climbing Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Show the correct climbing/twining habit, support attachment, tendrils, leaf arrangement and attached flowers/fruit rather than floating clusters or an upright shrub.",Rattan.png,440,440,RGBA,2f034cb73e43e45fe6906d9dcf326b7e82e9fd18194247813b8a9840e2b81b18,95b5163e5659718f2f8a0501b86326009a4b24eebf0f5b79f5cd86f84a332574
Red_Algae,Red Algae,HOLD,FAIL,HOLD,True,Algae,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Use the correct holdfast/rooting, blade/frond form, branching, air bladders and water-growth habit instead of a single generic ribbon or blob.",Red_Algae.png,440,440,RGBA,d41118fd37a49f351359ef061810aeb71924faa9d6809b65629c8267b3900779,0fb87143643f01998e19802e42de18d494a45372760cc2022303dede89a3418e
Red_Grape,Red Grape,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Red Grape needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Red_Grape.png,440,440,RGBA,2624254d773764a8bcfdaf011fdd868c49466684b6037e59e49d01ec1b79261a,95ccdae0478ffaffbee25aae4f6a9ec8168850d61366413928d69c4780a2e1d9
Redwood,Redwood,FAIL,FAIL,HOLD,True,2. Conifers and Other Seed Plants,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"The round generic tree is not a redwood. Use a very tall straight trunk, narrow conical evergreen crown and strong scale/height emphasis.",Redwood.png,440,440,RGBA,2588cb96aa76ce91ada46b852e536f5936ea4328377c8b3459ef0865ead03aa1,bd0e9393f5b62db8b4c8b1028c611f46464c02a902134c7113f88b8f917d7916
Rhubarb,Rhubarb,PASS,PASS,HOLD,True,Other plant or harvest type,PASS,PASS,PASS,PASS,PASS,PASS,The basal cluster of large leaves on thick red petioles now reads clearly as rhubarb.,Rhubarb.png,440,440,RGBA,1806ea9b4c66b8483b65da7ba940401372955f7f99862eb9269e924834ae8e69,56d9456a200f917ce238cd29042be9bf367258a16d435c147faebec51370d1c9
Rice,Rice,HOLD,FAIL,HOLD,True,7. Grain and Staple Crops,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Add drooping branched panicles and wetland/rice-stalk identity. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",Rice.png,440,440,RGBA,5e0fd48281c8cf9dcafa11e80b723ee5b41f175a1245e7506e05e7c2a1ac2583,9461f64d92138bb105534da1ffb049741e3fa3526228a01d88f432774e475e4e
Riverbank_Nettle,Riverbank Nettle,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Riverbank Nettle needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Riverbank_Nettle.png,440,440,RGBA,8ddb47de0c6ec3d18c0ba052a7fadd2b4ea93997f038035a38f6443f847fcaf7,5c439d893063fc9ef4898b8efe493a78f6a115b599ee9e42f35c9abc66a7f078
Rose_Hip,Rose Hip,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Rose Hip needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Rose_Hip.png,440,440,RGBA,5636ca27432c4809607f5256f0795b3a2a551230c9360f58f84d2cf7592cc8a2,3b63c0ee3edb67c65b59ee8db2b2c4431dde1632caa5f0816f39c9b8c826a6c1
Roselle,Roselle,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Roselle needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Roselle.png,440,440,RGBA,da1bbfbfe635f18ddac0dc261c5a4bf6c75b9ef4618fe456bef6453909797165,a0974f7d5cbba70b296085b85825ebba9177aa75ca40e73b8b190c119ef87e2e
Rosemary,Rosemary,HOLD,FAIL,HOLD,True,9. Herbs and Spices,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Rosemary.png,440,440,RGBA,49eff61e74c80c499dd99f7bc792727c8c4a9cd5b61f9b400d961e4437c9693f,2551c7f26d69c20017fa90feb2a3cd83634c3c9a48c928ea2e7f8b47ff264ae6
Rush_Shoots,Rush Shoots,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Rush Shoots needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Rush_Shoots.png,440,440,RGBA,1b7e0a99fdaa83f255ffde21b65e0060cf2cb437369392c2d9c6357d73b3d374,bc33ab611d547531a6896bc32fc993863231ef442c41ebe264f4b0d7cc3286ba
Rye,Rye,HOLD,FAIL,HOLD,True,7. Grain and Staple Crops,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"Add a slender elongated spike. Correct the culm, leaf arrangement and species-specific seed head/inflorescence; many grains currently share one generic spike or grass tuft.",Rye.png,440,440,RGBA,3996203c2ee665bf3b9f9796e4c7e8b32c33176d6690d2155ebb3bacff4bfe7a,78d2f6e0a9bf5baed8b0d4ec632f1270bc42c8328fbea1c658639f8b1fce2825
Sage,Sage,HOLD,FAIL,HOLD,True,9. Herbs and Spices,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Match the named plant’s actual growth habit, leaf arrangement, flower/seed structure and scale; many currently use one vertical leaf-ladder or color-only herb template.",Sage.png,440,440,RGBA,8323475658ed8e0dcb45d8ae8024b3f5fd02d608471b149e4ed2600c156be0ce,b5f423b022062dbc2de8d89c2091ecfa0e90e562ac6ac75dfded02cc6514c21c
Sagebrush,Sagebrush,HOLD,FAIL,HOLD,True,5. Shrubs and Bushes,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sagebrush needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Sagebrush.png,440,440,RGBA,85c1974ca9b0e22b52e4d901549d7154993d1395b4a88ff11baa79844cca54ce,6ea16d380a80d4126c9affb07d5712d6a87d5934189916e237269a58c1ce0caa
Salmonberry,Salmonberry,HOLD,FAIL,HOLD,False,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Salmonberry needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Salmonberry.png,440,440,RGBA,9dee4f7a87ac64a91edaf6dcefc29ce494eac400ca6c2a83722d84e3c88f26da,9dee4f7a87ac64a91edaf6dcefc29ce494eac400ca6c2a83722d84e3c88f26da
Saltbush,Saltbush,HOLD,FAIL,HOLD,True,5. Shrubs and Bushes,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Saltbush needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Saltbush.png,440,440,RGBA,6e178423ab7ea6d3b9d2d7f2091484928f83db36389c06d2e82274dd0f9ac191,b81407ca4c3a9e2d8500c2afe4c617c0001903d89615089c151341534ecf0ef0
Saltgrass,Saltgrass,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Saltgrass needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Saltgrass.png,440,440,RGBA,c61613d9e01e324e23e49073b43dbeae788991defc00b66e7469656786741bfa,31eeb349b31a8ddb72f1441cb31700910703d3e3e281a1b4b2430531bd1bdb5f
Samphire,Samphire,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Samphire needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Samphire.png,440,440,RGBA,67d2daf536621bf301b2e3fff0cf0c5ecfc73e584300eb8d4196155137751817,07f5b8dbd16e706228d5c9cca64354839e6ca3a8ee9929797bfe93e739fe8386
Sargassum,Sargassum,FAIL,FAIL,FAIL,True,Algae,FAIL,PASS,PASS,FAIL,PASS,FAIL,The straight brown straps lack the branched bushy fronds and numerous round gas bladders that define sargassum.,Sargassum.png,440,440,RGBA,12acda97f36410345847d0413d3a8472e9964e6b398a17426512d6bb6b81d38e,ba533bd2058e48a76a2c80f05d3eb65b538aeccd7276f127de7a2ea47efe0cf3
Scurvy_Grass,Scurvy Grass,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Scurvy Grass needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Scurvy_Grass.png,440,440,RGBA,ff8b6dea34b8732750437a37e724f0a1a16f99666a8663325886fcb25a53f9ac,2009ec97827702c3e228cd22b026ae1eb9b9030c7971717558780c99533128bf
Sea_Beet,Sea Beet,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Beet needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Sea_Beet.png,440,440,RGBA,4e17da8a7afd04ec82bc77e66dbb9a61a3c0f56663b8f9ceaa5a85bff2f00734,ad565b1866fd52e9ddc8342bd19ca73d74ebb76baff04e0bc19bab9119f8d19b
Sea_Buckthorn,Sea Buckthorn,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Buckthorn needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Sea_Buckthorn.png,440,440,RGBA,fa472591a53fd4d4d51c41f430ff0cb53fc949751f4db876dfb8cd660256b357,495113eaa700eea1e58f3e633b5267126206152915128611a9c0a75fc935e4e2
Sea_Fennel,Sea Fennel,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Fennel needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Sea_Fennel.png,440,440,RGBA,16821047def9f7d21ba32c5884363ad87d51fe2f91cd73065fd51c3ab961cde7,85fbb9d90d7be7d92321751e47d019d2f37bfdc2f284d60d6112f7b15e1da076
Sea_Grape,Sea Grape,HOLD,FAIL,HOLD,True,Coastal trees,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. The catalog overuses a round canopy on a straight trunk. Match the species’ trunk habit, branching architecture, crown shape, leaf masses, bark and fruit/flower attachment.",Sea_Grape.png,440,440,RGBA,88447a8d4d1342a6cbcbd19da3ee30308be990341796b125bcd1fedccf306427,9917ceff66ad40deaac155653ffb9aa3ea0d92245a8a43c0895f2824069f5c7a
Sea_Grapes_Algae,Sea Grapes Algae,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Grapes Algae needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Sea_Grapes_Algae.png,440,440,RGBA,1470e296a104f8e9814e0fd4da3b3f442999287682afd7f09dab2cc8c1ad1f14,5d3a519fb004112cac02e77278e3a2a2f43810873ddbb74dc774b939c3dcf05d
Sea_Kale,Sea Kale,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Kale needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Sea_Kale.png,440,440,RGBA,c9d5be48ee8c85f49ab2ffc06d1198db773b2a2a6946a245b8af71afb365e993,4707fe99c162ddd07c494545a001d104ea56a1ba784512a5dea2426b622aa88d
Sea_Lavender,Sea Lavender,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Lavender needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Sea_Lavender.png,440,440,RGBA,cac68210f59e5548a7af13df38617f36ee9af87d62166e56523953984b27828a,b13b20007dbef95d881649df3df4033cdea2538402286b9c30253b4f5f8c119f
Sea_Lettuce,Sea Lettuce,PASS,PASS,PASS,True,Other plant or harvest type,PASS,PASS,PASS,PASS,PASS,PASS,The broad thin green sheet-like blade now reads correctly as sea lettuce.,Sea_Lettuce.png,440,440,RGBA,57e9fca206a641afbfb44d0b9d3df7bb548797ec345ff0f070847fa58fe6df4d,3dfa47f8322b5947bc927421b7c543bfd216cdd12150fe933c637a51db6268c1
Sea_Purslane,Sea Purslane,HOLD,FAIL,HOLD,True,Other plant or harvest type,PASS,POLISH,POLISH,POLISH,POLISH,POLISH,"No critical duplicate, clipping, or gross growth-family error found. Broad growth form is usable; species-level botanical specificity may still be simplified. Sea Purslane needs a species-specific growth-form check: roots/attachment, stem or trunk, leaf/frond arrangement, flower/fruit/spore organ and overall scale.",Sea_Purslane.png,440,440,RGBA,53c80c95ae1494364225be60adf3d02ebcf5f1c15ff329883a18048ee56cadd5,a9a31a2fde3ee1e17a4c5fa3e79c631ed9d95eb6d63a60f0b462395127c090c0
